Timestamp,Version,Latency_ms,FPS
01:28:04.540,MariaDB_Local,147.98,6.28
01:28:04.697,MariaDB_Local,150.26,6.2
01:28:04.854,MariaDB_Local,147.84,6.37
01:28:05.022,MariaDB_Local,154.87,6.1
01:28:05.178,MariaDB_Local,150.27,6.22
01:28:05.334,MariaDB_Local,146.3,6.43
01:28:05.499,MariaDB_Local,150.85,6.25
01:28:05.659,MariaDB_Local,150.28,6.21
01:28:05.820,MariaDB_Local,149.12,6.25
01:28:05.971,MariaDB_Local,145.23,6.4
01:28:06.130,MariaDB_Local,148.22,6.32
01:28:06.305,MariaDB_Local,160.82,5.87
01:28:06.459,MariaDB_Local,148.16,6.29
01:28:06.623,MariaDB_Local,152.3,6.12
01:28:06.781,MariaDB_Local,146.98,6.29
01:28:06.945,MariaDB_Local,149.87,6.29
01:28:07.101,MariaDB_Local,149.8,6.22
01:28:07.258,MariaDB_Local,146.39,6.37
01:28:07.421,MariaDB_Local,149.43,6.13
01:28:07.583,MariaDB_Local,152.21,6.19
01:28:07.735,MariaDB_Local,142.94,6.58
01:28:07.899,MariaDB_Local,148.66,6.27
01:28:08.053,MariaDB_Local,147.56,6.3
01:28:08.212,MariaDB_Local,149.68,6.3
01:28:08.370,MariaDB_Local,148.79,6.33
01:28:08.527,MariaDB_Local,147.88,6.37
01:28:08.690,MariaDB_Local,153.49,6.15
01:28:08.852,MariaDB_Local,150.55,6.18
01:28:09.012,MariaDB_Local,149.38,6.24
01:28:09.171,MariaDB_Local,149.27,6.27
01:28:09.334,MariaDB_Local,151.36,6.15
01:28:09.490,MariaDB_Local,146.91,6.41
01:28:09.657,MariaDB_Local,153.54,6.01
01:28:09.828,MariaDB_Local,151.26,5.83
01:28:09.983,MariaDB_Local,145.98,6.44
01:28:10.153,MariaDB_Local,155.58,6.07
01:28:10.309,MariaDB_Local,150.67,6.2
01:28:10.469,MariaDB_Local,150.85,6.25
01:28:10.632,MariaDB_Local,151.1,6.16
01:28:10.790,MariaDB_Local,148.65,6.33
01:28:10.950,MariaDB_Local,146.68,6.41
01:28:11.106,MariaDB_Local,149.6,6.23
01:28:16.862,MariaDB_Local,145.31,6.76
